"","account_active_days","koen","permission_given_order","previous_subscriptions","previous_campaigns","previous_trials","newsletters_before_order","newsletters_after_order","age","aktivitet_midt_10","aktivitet_slut_10","aktivitet_start_10","avg_scroll_depth","forskellige_artikler","restricted_share","andet","debat","erhverv","indland","international","kultur","livsstil","politik","sport","udland","churn_binary"
"1",61,"Kvinde","TRUE",0,0,0,0,0,68,0,0,3,0.333333333333333,1,0.333333333333333,2,0,0,1,0,0,0,0,0,0,"No"
"2",377,"Mand","FALSE",0,0,0,0,0,48,0,0,17,0.338235294117647,10,0.294117647058823,7,0,6,2,2,0,0,0,0,0,"Yes"
"3",1346,"Mand","FALSE",6,1,2,3,3,67,23,16,26,0.278846153846154,36,0.358974358974359,40,7,1,10,8,3,1,3,5,0,"No"
"4",151,"Mand","FALSE",1,1,0,0,0,44,321,268,329,0.270327349524815,314,0.236536430834213,668,21,35,79,39,43,36,17,9,0,"No"
"5",243,"Kvinde","FALSE",1,0,1,0,0,77,35,44,40,0.46218487394958,74,0.302521008403361,42,8,6,15,36,2,7,3,0,0,"Yes"
"6",690,"Mand","TRUE",3,1,2,3,3,85,0,0,10,0.55,6,0.7,0,0,0,2,8,0,0,0,0,0,"Yes"
"7",545,"Kvinde","TRUE",4,1,1,0,0,53,137,118,160,0.310570071258907,225,0.306413301662708,222,16,17,34,36,34,30,11,21,0,"No"
"8",373,"Mand","FALSE",0,0,0,0,0,48,80,150,153,0.328320802005012,164,0.295739348370927,225,10,20,44,56,15,23,3,3,0,"Yes"
"9",284,"Mand","FALSE",1,1,1,0,0,67,10,7,2,0.467391304347826,17,0.478260869565217,11,2,0,5,5,0,0,0,0,0,"Yes"
"10",462,"Mand","FALSE",1,1,0,0,0,70,160,126,240,0.198729582577133,227,0.279491833030853,340,34,34,45,51,15,7,22,3,0,"No"
"11",80,"Kvinde","FALSE",0,0,0,0,0,23,0,0,5,0.6,1,0.2,2,0,0,3,0,0,0,0,0,0,"Yes"
"12",337,"Kvinde","TRUE",0,0,0,0,0,59,29,69,60,0.522151898734177,107,0.392405063291139,54,7,10,32,24,16,5,9,1,0,"Yes"
"13",480,"Mand","FALSE",13,7,7,2,2,68,6,14,11,0.46875,20,0.375,1,0,3,3,9,0,0,1,15,0,"Yes"
"14",376,"Mand","FALSE",0,0,0,0,0,53,117,112,68,0.223941368078176,97,0.276872964169381,154,16,22,24,61,20,1,5,4,0,"Yes"
"15",124,"Mand","FALSE",1,1,1,6,6,69,68,79,88,0.508438818565401,166,0.481012658227848,52,12,19,53,47,6,6,10,32,0,"No"
"16",275,"Mand","FALSE",0,0,0,0,0,27,0,7,48,0.186363636363636,12,0.109090909090909,33,1,11,8,0,1,0,0,1,0,"Yes"
"17",61,"Mand","FALSE",0,0,0,0,0,33,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,"No"
"18",95,"Mand","FALSE",0,0,0,0,0,49,0,3,7,0.425,6,0.5,5,0,0,4,0,0,1,0,0,0,"Yes"
"19",811,"Mand","FALSE",2,2,0,0,0,51,3,9,1,0.192307692307692,3,0.307692307692308,11,0,2,0,0,0,0,0,0,0,"Yes"
"20",899,"Mand","FALSE",5,2,3,3,3,55,55,51,35,0.296875,60,0.208333333333333,92,5,9,11,12,8,0,4,3,0,"Yes"
"21",306,"Mand","TRUE",0,0,0,0,0,57,9,6,20,0.423611111111111,26,0.388888888888889,11,2,1,8,6,7,1,0,0,0,"Yes"
"22",470,"Mand","TRUE",6,3,2,0,0,73,0,0,2,0.375,1,0.5,1,0,0,0,1,0,0,0,0,0,"No"
"23",159,"Kvinde","TRUE",2,2,1,0,0,54,4,5,12,0.583333333333333,19,0.666666666666667,4,0,5,7,1,2,1,1,0,0,"No"
"24",61,"Kvinde","FALSE",0,0,0,0,0,54,28,10,18,0.388392857142857,26,0.339285714285714,27,0,9,6,6,3,1,4,0,0,"No"
"25",372,"Mand","FALSE",0,0,0,4,5,58,139,135,216,0.262400793650794,191,0.236111111111111,344,15,27,37,43,10,14,10,4,0,"Yes"
"26",634,"Mand","TRUE",1,1,0,0,0,75,0,0,1,0.75,1,1,0,1,0,0,0,0,0,0,0,0,"Yes"
"27",619,"Mand","FALSE",3,2,0,0,0,59,1,0,6,0.321428571428571,4,0.142857142857143,2,0,0,3,2,0,0,0,0,0,"Yes"
"28",501,"Kvinde","FALSE",1,1,0,0,0,53,33,22,27,0.238235294117647,29,0.211764705882353,57,2,8,10,2,3,1,0,2,0,"Yes"
"29",1145,"Mand","TRUE",7,6,1,2,2,54,198,199,147,0.314864864864865,208,0.30990990990991,347,18,24,82,57,10,7,6,1,3,"Yes"
"30",153,"Kvinde","TRUE",0,0,0,0,0,67,2,1,37,0.3,12,0.125,20,14,1,3,2,0,0,0,0,0,"Yes"
"31",1091,"Mand","FALSE",11,6,4,1,1,68,66,31,63,0.260869565217391,71,0.29192546583851,100,4,8,23,16,3,1,5,0,1,"Yes"
"32",61,"Kvinde","FALSE",0,0,0,0,0,38,7,0,6,0.403846153846154,4,0.538461538461538,5,5,0,1,2,0,0,0,0,0,"No"
"33",275,"Kvinde","FALSE",0,0,0,0,0,58,37,18,45,0.470982142857143,68,0.428571428571429,54,3,6,11,17,10,8,3,0,0,"Yes"
"34",507,"Mand","FALSE",14,7,9,0,0,80,12,12,17,0.283333333333333,18,0.311111111111111,8,1,0,3,0,0,33,0,0,0,"No"
"35",61,"Kvinde","TRUE",0,0,0,0,0,60,31,5,7,0.209302325581395,13,0.209302325581395,20,5,1,3,2,0,8,4,0,0,"No"
"36",344,"Kvinde","FALSE",1,0,1,0,0,57,0,0,1,0.75,1,1,0,0,0,0,0,1,0,0,0,0,"Yes"
"37",427,"Mand","FALSE",4,2,2,0,0,62,2,12,3,0.588235294117647,11,0.352941176470588,10,0,2,2,1,1,0,1,0,0,"No"
"38",399,"Kvinde","TRUE",4,3,2,1,1,65,0,0,19,0.43421052631579,12,0.368421052631579,2,0,2,11,0,3,0,1,0,0,"No"
"39",122,"Kvinde","FALSE",0,0,0,1,1,63,13,0,6,0.513157894736842,14,0.631578947368421,1,0,1,7,9,0,1,0,0,0,"Yes"
"40",1523,"Kvinde","TRUE",9,3,5,5,5,52,100,84,100,0.215870307167236,82,0.194539249146758,198,2,17,30,13,8,7,13,5,0,"Yes"
"41",61,"Kvinde","FALSE",0,0,0,0,0,34,0,0,3,0.666666666666667,1,1,0,0,0,3,0,0,0,0,0,0,"No"
"42",378,"Mand","TRUE",1,1,0,0,2,69,13,20,19,0.343220338983051,25,0.305084745762712,40,0,9,5,2,0,0,3,0,0,"Yes"
"43",218,"Mand","FALSE",4,2,1,0,0,45,106,92,143,0.296511627906977,141,0.27906976744186,206,5,16,45,47,6,1,17,1,0,"No"
"44",245,"Mand","TRUE",0,0,0,0,0,65,19,25,40,0.564903846153846,72,0.423076923076923,26,7,7,8,37,2,1,3,13,0,"Yes"
"45",177,"Mand","FALSE",4,1,2,0,0,73,16,6,6,0.267857142857143,10,0.178571428571429,18,1,1,3,3,1,0,1,0,0,"No"
"46",153,"Kvinde","FALSE",0,0,0,0,0,41,1,1,2,0.8125,4,0.25,0,1,0,0,0,3,0,0,0,0,"No"
"47",61,"Kvinde","FALSE",0,0,0,0,0,31,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,"No"
"48",280,"Kvinde","TRUE",1,0,0,0,0,74,1,8,8,0.279411764705882,11,0.470588235294118,9,0,1,2,4,0,1,0,0,0,"Yes"
"49",798,"Mand","TRUE",7,4,3,0,0,67,0,0,18,0.333333333333333,10,0.5,10,1,3,3,1,0,0,0,0,0,"Yes"
"50",615,"Mand","FALSE",11,8,5,0,1,56,10,6,18,0.389705882352941,14,0.441176470588235,20,0,0,8,4,2,0,0,0,0,"Yes"
"51",1216,"Mand","FALSE",9,3,6,0,0,42,134,163,105,0.447183098591549,260,0.335680751173709,182,36,39,45,95,10,5,12,2,0,"Yes"
"52",370,"Mand","FALSE",0,0,0,0,0,37,12,1,9,0.0681818181818182,2,0,20,0,0,1,0,0,0,0,1,0,"Yes"
"53",61,"Kvinde","FALSE",0,0,0,0,0,62,187,149,176,0.295841209829868,200,0.232514177693762,324,27,40,62,47,9,9,11,0,0,"No"
"54",61,"Kvinde","FALSE",0,0,0,0,0,19,0,0,7,0.535714285714286,1,0.142857142857143,3,0,4,0,0,0,0,0,0,0,"No"
"55",61,"Mand","FALSE",0,0,0,0,0,19,2,0,8,0.3,2,0.5,3,7,0,0,0,0,0,0,0,0,"No"
"56",1424,"Mand","FALSE",20,11,2,0,0,32,39,28,54,0.37396694214876,64,0.28099173553719,65,7,15,17,10,2,1,4,0,0,"No"
"57",591,"Mand","TRUE",3,3,0,3,4,67,2,0,1,0.583333333333333,2,0.333333333333333,1,0,1,1,0,0,0,0,0,0,"No"
"58",1818,"Mand","TRUE",24,7,13,4,4,75,407,421,356,0.306458164094232,515,0.268074735987002,590,86,53,105,132,45,21,29,170,0,"Yes"
"59",61,"Kvinde","FALSE",0,0,0,0,0,51,2,16,12,0.458333333333333,19,0.533333333333333,6,3,2,3,11,3,0,2,0,0,"No"
"60",61,"Kvinde","FALSE",0,0,0,0,0,47,0,0,4,0.75,1,0.5,1,0,0,3,0,0,0,0,0,0,"No"
"61",382,"Mand","FALSE",0,0,0,0,0,60,18,25,5,0.15625,10,0.166666666666667,39,0,3,2,2,2,0,0,0,0,"Yes"
"62",65,"Kvinde","TRUE",0,0,0,0,0,76,34,19,72,0.396,66,0.368,58,3,7,15,23,13,0,4,2,0,"No"
"63",387,"Kvinde","TRUE",4,2,2,0,0,61,0,0,11,0.204545454545455,4,0.181818181818182,8,1,0,0,2,0,0,0,0,0,"No"
"64",120,"Kvinde","FALSE",0,0,0,0,0,61,7,0,5,0.375,7,0.75,4,0,0,2,2,1,3,0,0,0,"Yes"
"65",471,"Mand","TRUE",3,1,0,0,0,65,227,205,272,0.209387483355526,215,0.187749667110519,444,7,37,49,59,12,13,7,123,0,"Yes"
"66",707,"Kvinde","FALSE",11,9,3,0,0,45,90,113,70,0.347315436241611,134,0.278523489932886,188,8,19,27,39,11,3,3,0,0,"No"
"67",61,"Mand","FALSE",0,0,0,0,0,45,25,39,16,0.3,41,0.294117647058823,49,2,7,14,6,2,2,3,0,0,"No"
"68",245,"Kvinde","TRUE",0,0,0,0,0,61,0,0,17,0.411764705882353,9,0.294117647058823,8,0,9,0,0,0,0,0,0,0,"Yes"
"69",344,"Kvinde","TRUE",3,2,1,0,0,69,51,98,92,0.293877551020408,95,0.269387755102041,132,9,14,20,55,2,2,10,1,0,"Yes"
"70",61,"Mand","FALSE",0,0,0,0,0,57,0,3,60,0.329365079365079,24,0.317460317460317,29,0,16,7,8,0,1,1,0,1,"No"
"71",373,"Mand","FALSE",0,0,0,0,0,55,100,84,92,0.233096085409253,99,0.227758007117438,202,4,18,16,18,16,5,0,2,0,"Yes"
"72",245,"Mand","TRUE",0,0,0,0,0,53,2,18,6,0.365384615384615,13,0.538461538461538,21,0,2,0,0,0,1,2,0,0,"Yes"
"73",589,"Mand","FALSE",4,3,2,0,0,69,96,98,312,0.398039215686274,237,0.305882352941177,284,19,35,62,69,18,4,16,3,0,"Yes"
"74",278,"Mand","TRUE",1,1,0,6,7,68,15,7,18,0.7,34,0.45,9,4,4,6,13,1,2,1,0,0,"Yes"
"75",230,"Kvinde","FALSE",0,0,0,0,0,54,1,3,7,0.477272727272727,6,0.454545454545454,5,0,1,4,0,0,0,0,1,0,"No"
"76",61,"Mand","FALSE",0,0,0,0,0,49,0,0,59,0.351694915254237,23,0.254237288135593,28,8,2,7,14,0,0,0,0,0,"No"
"77",362,"Mand","TRUE",0,0,0,0,0,67,1,19,25,0.431034482758621,34,0.396551724137931,18,0,2,10,18,1,1,0,8,0,"Yes"
"78",92,"Mand","TRUE",0,0,0,0,0,40,13,4,42,0.186440677966102,19,0.305084745762712,39,0,5,4,8,3,0,0,0,0,"Yes"
"79",258,"Mand","TRUE",2,2,0,0,2,80,0,1,3,0.0625,1,0,3,0,0,0,0,0,0,1,0,0,"No"
"80",271,"Mand","FALSE",0,0,0,3,3,70,31,15,20,0.645833333333333,54,0.513888888888889,9,7,6,22,14,6,4,4,0,0,"Yes"
"81",1580,"Mand","TRUE",5,2,0,0,0,40,73,60,56,0.323834196891192,66,0.269430051813471,110,3,11,18,45,0,1,5,0,0,"Yes"
"82",684,"Mand","FALSE",3,3,0,0,0,50,0,0,1,0.75,1,1,0,0,0,1,0,0,0,0,0,0,"Yes"
"83",374,"Mand","TRUE",3,1,2,2,2,55,126,129,170,0.306976744186046,172,0.281395348837209,291,24,21,30,48,6,3,5,2,0,"Yes"
"84",1013,"Mand","FALSE",4,3,0,0,0,66,145,139,189,0.581622176591376,311,0.414784394250513,224,20,32,49,70,49,9,15,19,0,"Yes"
"85",618,"Mand","FALSE",2,2,0,0,0,46,50,85,122,0.148832684824903,70,0.221789883268482,158,0,18,24,24,16,3,4,10,0,"Yes"
"86",382,"Mand","TRUE",0,0,0,0,0,47,6,3,17,0.432692307692308,15,0.307692307692308,8,0,10,6,0,0,0,0,2,0,"Yes"
"87",61,"Kvinde","FALSE",0,0,0,0,0,64,5,39,20,0.27734375,30,0.234375,31,5,3,5,6,4,1,9,0,0,"No"
"88",1210,"Mand","FALSE",3,1,1,1,1,60,164,48,255,0.168269230769231,176,0.243589743589744,313,7,29,49,24,5,7,17,16,1,"No"
"89",488,"Mand","FALSE",6,2,4,0,0,73,181,131,177,0.231891348088531,170,0.221327967806841,334,13,12,35,62,17,4,17,3,0,"No"
"90",1193,"Mand","TRUE",3,2,1,0,0,76,48,10,42,0.225877192982456,52,0.368421052631579,58,1,12,12,27,0,1,2,1,0,"No"
"91",61,"Kvinde","FALSE",0,0,0,0,0,45,0,0,4,0.375,2,0,1,0,0,3,0,0,0,0,0,0,"No"
"92",186,"Mand","FALSE",6,2,6,2,4,74,56,38,53,0.481543624161074,88,0.395973154362416,51,11,11,21,38,5,3,9,0,0,"Yes"
"93",454,"Kvinde","TRUE",5,3,2,1,1,57,21,2,23,0.385869565217391,18,0.260869565217391,22,1,4,10,2,2,4,1,0,0,"No"
"94",276,"Mand","FALSE",1,1,0,0,0,49,187,162,166,0.23047619047619,147,0.179047619047619,401,7,8,28,48,20,8,5,0,0,"Yes"
"95",530,"Mand","FALSE",3,3,0,0,0,73,2,0,7,0.5,6,0.333333333333333,5,0,0,1,1,0,2,0,0,0,"No"
"96",371,"Mand","FALSE",0,0,0,0,0,51,45,127,73,0.402372262773723,148,0.383211678832117,134,19,15,27,40,12,15,10,2,0,"Yes"
"97",774,"Mand","FALSE",4,2,1,0,0,64,31,24,56,0.411885245901639,51,0.270491803278689,75,5,5,9,19,4,4,1,0,0,"No"
"98",341,"Mand","FALSE",3,2,0,6,6,58,52,96,92,0.297764227642276,108,0.252032520325203,144,4,12,16,43,7,9,11,0,0,"Yes"
"99",373,"Mand","FALSE",0,0,0,0,0,24,3,0,0,0.166666666666667,1,0.333333333333333,3,0,0,0,0,0,0,0,0,0,"Yes"
"100",61,"Mand","TRUE",0,0,0,0,0,58,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,"No"
"101",394,"Mand","FALSE",1,0,1,0,0,58,49,47,46,0.340753424657534,64,0.315068493150685,99,2,11,17,6,3,6,2,0,0,"Yes"
"102",788,"Mand","TRUE",9,7,3,3,3,67,14,54,37,0.463362068965517,66,0.396551724137931,28,8,14,12,34,11,1,8,0,0,"Yes"
"103",598,"Mand","FALSE",3,3,1,8,8,69,125,58,133,0.270569620253165,102,0.189873417721519,256,0,23,17,3,7,4,1,5,0,"Yes"
"104",122,"Mand","TRUE",0,0,0,0,0,20,0,0,23,0.402173913043478,3,0.304347826086957,6,3,0,1,13,0,0,0,0,0,"Yes"
"105",333,"Mand","TRUE",0,0,0,2,2,73,0,1,2,0.583333333333333,2,0,2,0,1,0,0,0,0,0,0,0,"Yes"
"106",92,"Mand","FALSE",0,0,0,0,0,54,3,1,29,0.227272727272727,10,0.212121212121212,22,0,0,5,3,0,0,0,3,0,"Yes"
"107",667,"Mand","FALSE",8,4,3,0,0,63,5,0,5,0.425,8,0.7,2,0,2,2,1,0,0,1,2,0,"No"
"108",61,"Mand","FALSE",0,0,0,0,0,55,2,0,12,0.482142857142857,5,0.428571428571429,11,0,0,0,1,0,0,0,2,0,"No"
"109",918,"Kvinde","FALSE",2,2,1,0,0,54,38,68,65,0.335078534031414,102,0.43979057591623,70,7,14,27,35,12,16,4,6,0,"No"
"110",373,"Mand","TRUE",0,0,0,0,0,67,66,79,93,0.283536585365854,97,0.239837398373984,161,3,14,14,44,3,0,6,1,0,"Yes"
"111",375,"Mand","TRUE",0,0,0,0,0,59,0,4,36,0.375,17,0.3,24,1,7,6,0,0,0,2,0,0,"Yes"
"112",622,"Mand","FALSE",1,1,0,0,0,69,84,65,60,0.243243243243243,62,0.198198198198198,169,0,9,10,23,4,2,5,0,0,"Yes"
"113",1083,"Mand","FALSE",6,6,1,0,2,71,39,49,90,0.341397849462366,95,0.327956989247312,99,5,16,23,28,5,3,6,1,0,"Yes"
"114",567,"Mand","FALSE",5,5,1,6,6,75,4,3,9,0.734375,11,0.5,4,1,0,4,1,3,3,0,0,0,"Yes"
"115",277,"Mand","FALSE",0,0,0,0,0,56,0,0,3,0.666666666666667,1,0.666666666666667,1,0,0,0,0,2,0,0,0,0,"Yes"
"116",89,"Kvinde","FALSE",0,0,0,0,0,30,0,0,4,0.25,1,0.25,2,0,0,2,0,0,0,0,0,0,"No"
"117",411,"Mand","FALSE",1,1,0,0,0,42,123,134,217,0.206701030927835,144,0.179381443298969,374,8,29,21,35,6,0,7,5,0,"Yes"
"118",693,"Mand","TRUE",4,3,1,0,0,68,239,221,202,0.289723032069971,270,0.303206997084548,373,24,38,95,78,45,13,14,6,0,"No"
"119",968,"Mand","TRUE",2,1,0,0,0,71,11,9,15,0.479166666666667,21,0.305555555555556,20,0,3,4,6,1,2,0,0,0,"Yes"
"120",2208,"Mand","FALSE",13,4,3,15,16,69,312,314,271,0.153703703703704,257,0.183068783068783,699,33,39,71,62,14,4,20,2,1,"Yes"
"121",389,"Mand","FALSE",0,0,0,2,2,70,200,242,318,0.338403041825095,379,0.367553865652725,310,62,60,132,161,18,15,28,3,0,"Yes"
"122",809,"Mand","FALSE",5,3,1,1,1,51,108,132,122,0.230769230769231,109,0.159151193633952,305,3,11,23,13,8,5,7,1,1,"No"
"123",61,"Mand","FALSE",0,0,0,0,0,47,0,1,1,0.5,1,0.5,2,0,0,0,0,0,0,0,0,0,"No"
"124",372,"Kvinde","FALSE",0,0,0,0,2,63,2,10,2,0.267857142857143,8,0.214285714285714,5,1,1,2,2,3,0,0,0,0,"Yes"
"125",92,"Mand","FALSE",0,0,0,0,0,64,19,38,41,0.336776859504132,59,0.363636363636364,65,4,1,18,23,6,1,1,2,0,"Yes"
"126",359,"Mand","TRUE",2,2,0,0,0,81,69,86,86,0.320987654320988,85,0.176954732510288,79,8,43,36,15,16,9,17,20,0,"No"
"127",720,"Mand","FALSE",1,1,0,0,0,61,171,194,136,0.288461538461539,230,0.290384615384615,285,36,36,50,79,13,4,11,6,0,"Yes"
"128",921,"Mand","FALSE",9,5,3,0,0,25,57,64,88,0.38755980861244,104,0.263157894736842,124,7,12,21,26,7,3,8,1,0,"Yes"
"129",61,"Mand","FALSE",0,0,0,0,0,49,1,0,30,0.643939393939394,27,0.363636363636364,20,0,6,3,0,3,0,0,1,0,"No"
"130",432,"Mand","FALSE",2,0,1,0,0,53,90,76,159,0.370845921450151,167,0.268882175226586,154,13,36,37,51,17,15,8,0,0,"Yes"
"131",61,"Kvinde","FALSE",0,0,0,0,0,61,44,52,63,0.32078313253012,78,0.379518072289157,80,11,4,28,10,22,10,1,0,0,"No"
"132",790,"Mand","FALSE",4,4,1,0,0,58,26,26,24,0.577922077922078,50,0.402597402597403,41,2,6,11,14,1,2,0,0,0,"No"
"133",1539,"Mand","FALSE",17,9,8,0,0,71,530,527,582,0.359723854289072,667,0.333137485311398,869,69,108,235,275,29,31,66,20,0,"Yes"
"134",331,"Kvinde","FALSE",4,0,3,0,0,39,97,127,99,0.42433234421365,173,0.329376854599407,155,16,10,41,72,9,2,31,1,0,"Yes"
"135",122,"Mand","FALSE",0,0,0,0,0,48,3,2,63,0.261029411764706,22,0.338235294117647,39,1,5,10,12,0,1,0,0,0,"Yes"
"136",256,"Mand","FALSE",0,0,0,4,4,36,23,27,47,0.425257731958763,52,0.278350515463918,40,3,5,17,30,1,0,1,0,0,"Yes"
"137",320,"Mand","TRUE",3,1,2,3,3,80,229,400,271,0.440851735015773,457,0.317560462670873,476,38,71,124,165,14,14,39,10,0,"Yes"
"138",380,"Kvinde","TRUE",0,0,0,0,0,32,12,8,14,0.580882352941176,31,0.588235294117647,4,2,4,13,5,5,0,1,0,0,"Yes"
"139",61,"Mand","FALSE",0,0,0,0,0,63,196,141,196,0.325,231,0.287037037037037,261,19,32,42,97,14,8,13,54,0,"No"
"140",348,"Mand","FALSE",2,2,0,0,0,79,0,3,1,0.25,1,0.25,3,0,0,0,0,0,0,0,1,0,"No"
"141",214,"Mand","FALSE",0,0,0,0,0,49,2,0,1,0,3,0.666666666666667,0,0,1,0,1,0,0,0,1,0,"Yes"
"142",1353,"Kvinde","FALSE",3,2,0,0,0,58,160,280,168,0.121394230769231,160,0.141025641025641,434,10,17,33,26,27,8,11,58,0,"No"
"143",316,"Kvinde","FALSE",0,0,0,0,0,57,5,0,8,0.25,7,0.384615384615385,5,0,2,0,4,1,0,1,0,0,"Yes"
"144",68,"Mand","FALSE",1,0,1,0,0,64,44,29,18,0.467741935483871,50,0.365591397849462,44,7,6,10,18,3,1,3,1,0,"No"
"145",258,"Kvinde","TRUE",0,0,0,0,0,52,101,91,153,0.279778393351801,166,0.296398891966759,206,12,26,39,66,3,3,4,2,0,"No"
"146",386,"Mand","FALSE",6,3,2,0,0,55,19,25,26,0.221428571428571,29,0.285714285714286,49,3,5,4,4,4,1,0,0,0,"No"
"147",61,"Kvinde","FALSE",0,0,0,0,0,49,0,0,4,0.6875,3,1,0,1,0,0,0,3,0,0,0,0,"No"
"148",1713,"Kvinde","FALSE",1,0,0,0,0,61,12,0,39,0.348039215686274,24,0.254901960784314,33,3,1,9,3,0,2,0,0,0,"No"
"149",1777,"Mand","FALSE",11,4,7,1,1,56,12,7,21,0.41875,21,0.375,19,0,3,2,13,0,1,2,0,0,"No"
"150",1168,"Mand","FALSE",15,10,5,0,0,58,260,212,270,0.28120849933599,258,0.250996015936255,502,22,31,47,114,7,11,19,0,0,"No"
"151",61,"Mand","TRUE",0,0,0,0,0,25,0,0,2,0.5,1,1,0,0,0,0,0,2,0,0,0,0,"No"
"152",306,"Kvinde","FALSE",0,0,0,0,0,34,0,0,6,0.333333333333333,1,0.333333333333333,3,0,0,3,0,0,0,0,0,0,"Yes"
"153",824,"Mand","FALSE",5,5,3,0,0,57,40,32,34,0.320754716981132,58,0.358490566037736,66,1,4,15,10,3,4,0,3,0,"Yes"
"154",779,"Mand","FALSE",3,3,0,0,0,59,10,19,28,0.261904761904762,27,0.253968253968254,35,1,7,11,3,2,2,1,1,0,"No"
"155",61,"Mand","TRUE",0,0,0,0,0,64,122,24,177,0.298761609907121,129,0.226006191950464,179,4,24,27,22,10,14,5,38,0,"No"
"156",441,"Kvinde","FALSE",10,3,8,1,1,76,107,96,132,0.235380116959064,181,0.380116959064327,179,9,18,60,25,22,7,16,6,0,"No"
"157",61,"Kvinde","FALSE",0,0,0,0,0,62,209,277,183,0.473396501457726,367,0.384839650145773,314,21,62,85,131,24,10,25,13,1,"No"
"158",92,"Mand","FALSE",0,0,0,1,1,32,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,"Yes"
"159",61,"Kvinde","FALSE",0,0,0,0,0,52,2,3,5,0.525,5,0.6,3,0,0,5,1,0,0,1,0,0,"No"
"160",61,"Mand","TRUE",0,0,0,0,0,76,23,11,58,0.363157894736842,51,0.336842105263158,42,12,7,7,22,1,0,3,1,0,"No"
"161",61,"Kvinde","FALSE",0,0,0,0,0,24,20,95,65,0.236631016042781,77,0.262032085561497,131,6,1,23,8,6,1,6,5,0,"No"
"162",525,"Mand","FALSE",8,3,6,0,0,64,68,95,116,0.248251748251748,120,0.283216783216783,172,43,11,14,24,6,3,9,4,0,"Yes"
"163",369,"Kvinde","TRUE",0,0,0,0,0,73,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"Yes"
"164",389,"Mand","FALSE",0,0,0,0,0,84,150,86,198,0.370412844036697,133,0.298165137614679,237,18,24,53,71,18,4,11,0,0,"Yes"
"165",492,"Mand","TRUE",2,1,1,0,0,36,5,0,3,0.40625,2,0.25,8,0,0,0,0,0,0,0,0,0,"Yes"
"166",1318,"Mand","FALSE",2,0,0,5,6,75,6,79,62,0.433673469387755,90,0.360544217687075,67,10,16,21,23,3,0,7,0,0,"Yes"
"167",122,"Mand","FALSE",0,0,0,0,0,72,0,0,10,0.525,6,0.4,10,0,0,0,0,0,0,0,0,0,"Yes"
"168",527,"Mand","FALSE",2,2,0,0,0,-1,262,349,327,0.249739311783107,369,0.230448383733055,613,71,68,64,36,40,12,39,16,0,"Yes"
"169",92,"Kvinde","FALSE",0,0,0,0,0,44,6,0,2,0.625,5,0.625,0,0,4,4,0,0,0,0,0,0,"Yes"
"170",184,"Mand","FALSE",0,0,0,0,0,74,21,0,20,0.560975609756098,15,0.439024390243902,16,1,4,14,3,2,1,0,0,0,"Yes"
"171",469,"Mand","FALSE",2,2,0,0,0,57,228,221,248,0.114777618364419,143,0.139167862266858,564,8,8,34,34,23,16,7,3,0,"Yes"
"172",1107,"Mand","FALSE",21,7,15,10,10,78,325,264,253,0.416859791425261,458,0.374275782155272,399,23,67,76,198,33,20,30,17,0,"No"
"173",61,"Mand","FALSE",0,0,0,0,0,60,58,29,60,0.59375,116,0.467105263157895,33,11,16,32,40,11,4,5,0,0,"No"
"174",61,"Kvinde","FALSE",0,0,0,0,0,40,0,4,3,0.321428571428571,3,0.428571428571429,4,0,0,1,2,0,0,0,0,0,"No"
"175",1897,"Mand","FALSE",3,0,1,0,0,75,10,28,42,0.640625,62,0.4625,23,7,9,9,25,0,0,6,1,0,"Yes"
"176",89,"Mand","FALSE",0,0,0,0,0,66,124,154,73,0.240084985835694,132,0.209631728045326,211,15,16,37,37,7,16,14,0,0,"No"
"177",61,"Mand","FALSE",0,0,0,0,0,59,17,5,126,0.175675675675676,41,0.175675675675676,115,2,1,14,7,3,2,3,0,1,"No"
"178",1521,"Mand","TRUE",23,7,14,0,0,74,2,1,14,0.323529411764706,6,0.176470588235294,7,0,4,2,4,0,0,0,0,0,"Yes"
"179",232,"Kvinde","FALSE",0,0,0,0,0,20,0,0,4,0.25,1,0.5,0,0,0,4,0,0,0,0,0,0,"Yes"
"180",656,"Mand","TRUE",6,4,2,0,0,51,2,0,23,0.5,16,0.28,9,0,5,2,7,1,1,0,0,0,"Yes"
"181",61,"Kvinde","FALSE",0,0,0,0,0,48,12,56,40,0.622685185185185,78,0.416666666666667,23,19,11,23,14,12,3,3,0,0,"No"
"182",61,"Mand","FALSE",0,0,0,0,0,38,0,0,2,0.5,0,0.5,1,0,1,0,0,0,0,0,0,0,"No"
"183",245,"Mand","FALSE",0,0,0,2,2,47,81,92,142,0.31978527607362,127,0.248466257668712,233,4,21,13,21,6,21,4,3,0,"No"
"184",214,"Mand","FALSE",1,1,0,0,0,53,0,0,18,0.347222222222222,11,0.5,4,2,2,2,2,0,5,1,0,0,"Yes"
"185",61,"Mand","FALSE",0,0,0,0,0,64,90,121,91,0.329248366013072,127,0.330065359477124,180,19,13,31,27,11,3,16,6,0,"No"
